1	1	5	1	24	6.3	6	-0.170314900016734	0.988812544054697	1.48615282515864	0.885013272883953	0.669056088451199	-0.215	9.737	0.5	101
2	1	7	0	24	4.9	5	1.41400975130173	-1.010808374155	1.48615282515864	-0.12762910547209	-0.0430845059620013	1.785	9.737	-0.5	102
3	1	4	1	24	5.3	6	-0.962477225675968	0.988812544054697	1.48615282515864	0.161697288343922	0.669056088451199	-1.215	9.737	0.5	103
4	1	3	1	24	4.7	5	-1.7546395513352	0.988812544054697	1.48615282515864	-0.272292302380096	-0.0430845059620013	-2.215	9.737	0.5	104
5	1	5	1	24	6	6	-0.170314900016734	0.988812544054697	1.48615282515864	0.668018477521944	0.669056088451199	-0.215	9.737	0.5	105
6	1	4	0	24	4.7	5	-0.962477225675968	-1.010808374155	1.48615282515864	-0.272292302380096	-0.0430845059620013	-1.215	9.737	-0.5	106
7	1	5	0	24	5.9	5	-0.170314900016734	-1.010808374155	1.48615282515864	0.595686879067941	-0.0430845059620013	-0.215	9.737	-0.5	107
8	1	4	0	24	4.2	5	-0.962477225675968	-1.010808374155	1.48615282515864	-0.633950294650111	-0.0430845059620013	-1.215	9.737	-0.5	108
9	1	5	0	24	5.2	5	-0.170314900016734	-1.010808374155	1.48615282515864	0.0893656898899194	-0.0430845059620013	-0.215	9.737	-0.5	109
10	1	5	0	24	3.9	3	-0.170314900016734	-1.010808374155	1.48615282515864	-0.850945090012121	-1.4673656947884	-0.215	9.737	-0.5	110
11	1	5	1	24	5.7	5	-0.170314900016734	0.988812544054697	1.48615282515864	0.451023682159935	-0.0430845059620013	-0.215	9.737	0.5	111
12	1	5	1	24	4.8	5	-0.170314900016734	0.988812544054697	1.48615282515864	-0.199960703926093	-0.0430845059620013	-0.215	9.737	0.5	112
13	1	5	0	24	5	5	-0.170314900016734	-1.010808374155	1.48615282515864	-0.0552975070180869	-0.0430845059620013	-0.215	9.737	-0.5	113
14	1	5	1	24	5.5	6	-0.170314900016734	0.988812544054697	1.48615282515864	0.306360485251928	0.669056088451199	-0.215	9.737	0.5	114
15	1	5	1	24	6	5	-0.170314900016734	0.988812544054697	1.48615282515864	0.668018477521944	-0.0430845059620013	-0.215	9.737	0.5	115
16	1	6	1	24	5.7	5	0.621847425642499	0.988812544054697	1.48615282515864	0.451023682159935	-0.0430845059620013	0.785	9.737	0.5	116
17	1	4	0	24	3.2	2	-0.962477225675968	-1.010808374155	1.48615282515864	-1.35726627919014	-2.1795062892016	-1.215	9.737	-0.5	117
18	1	4	0	24	3.1	3	-0.962477225675968	-1.010808374155	1.48615282515864	-1.42959787764415	-1.4673656947884	-1.215	9.737	-0.5	118
19	1	7	1	24	6.6	7	1.41400975130173	0.988812544054697	1.48615282515864	1.10200806824596	1.3811966828644	1.785	9.737	0.5	119
20	1	4	0	24	4.8	4	-0.962477225675968	-1.010808374155	1.48615282515864	-0.199960703926093	-0.755225100375202	-1.215	9.737	-0.5	120
1	2	8	1	14	6.4	6	2.20617207696097	0.988812544054697	-0.0401415418523911	0.957344871337956	0.669056088451199	2.785	-0.263	0.5	201
2	2	4	0	14	2.4	3	-0.962477225675968	-1.010808374155	-0.0401415418523911	-1.93591906682217	-1.4673656947884	-1.215	-0.263	-0.5	202
3	2	6	0	14	3.7	4	0.621847425642499	-1.010808374155	-0.0401415418523911	-0.995608286920127	-0.755225100375202	0.785	-0.263	-0.5	203
4	2	5	1	14	4.4	4	-0.170314900016734	0.988812544054697	-0.0401415418523911	-0.489287097742105	-0.755225100375202	-0.215	-0.263	0.5	204
5	2	5	1	14	4.3	4	-0.170314900016734	0.988812544054697	-0.0401415418523911	-0.561618696196108	-0.755225100375202	-0.215	-0.263	0.5	205
6	2	5	0	14	4	4	-0.170314900016734	-1.010808374155	-0.0401415418523911	-0.778613491558118	-0.755225100375202	-0.215	-0.263	-0.5	206
7	2	4	1	14	3.8	5	-0.962477225675968	0.988812544054697	-0.0401415418523911	-0.923276688466124	-0.0430845059620013	-1.215	-0.263	0.5	207
8	2	5	0	14	4.2	5	-0.170314900016734	-1.010808374155	-0.0401415418523911	-0.633950294650111	-0.0430845059620013	-0.215	-0.263	-0.5	208
9	2	6	1	14	5.1	4	0.621847425642499	0.988812544054697	-0.0401415418523911	0.0170340914359159	-0.755225100375202	0.785	-0.263	0.5	209
10	2	4	1	14	4.1	4	-0.962477225675968	0.988812544054697	-0.0401415418523911	-0.706281893104115	-0.755225100375202	-1.215	-0.263	0.5	210
11	2	6	1	14	4.6	5	0.621847425642499	0.988812544054697	-0.0401415418523911	-0.344623900834099	-0.0430845059620013	0.785	-0.263	0.5	211
12	2	4	0	14	4.9	3	-0.962477225675968	-1.010808374155	-0.0401415418523911	-0.12762910547209	-1.4673656947884	-1.215	-0.263	-0.5	212
13	2	4	0	14	3.1	4	-0.962477225675968	-1.010808374155	-0.0401415418523911	-1.42959787764415	-0.755225100375202	-1.215	-0.263	-0.5	213
14	2	3	0	14	3.2	3	-1.7546395513352	-1.010808374155	-0.0401415418523911	-1.35726627919014	-1.4673656947884	-2.215	-0.263	-0.5	214
15	2	6	0	14	4.4	5	0.621847425642499	-1.010808374155	-0.0401415418523911	-0.489287097742105	-0.0430845059620013	0.785	-0.263	-0.5	215
16	2	5	1	14	3.7	4	-0.170314900016734	0.988812544054697	-0.0401415418523911	-0.995608286920127	-0.755225100375202	-0.215	-0.263	0.5	216
17	2	5	1	14	6.1	6	-0.170314900016734	0.988812544054697	-0.0401415418523911	0.740350075975947	0.669056088451199	-0.215	-0.263	0.5	217
18	2	3	1	14	3.5	5	-1.7546395513352	0.988812544054697	-0.0401415418523911	-1.14027148382813	-0.0430845059620013	-2.215	-0.263	0.5	218
19	2	4	0	14	2.9	3	-0.962477225675968	-1.010808374155	-0.0401415418523911	-1.57426107455215	-1.4673656947884	-1.215	-0.263	-0.5	219
20	2	5	0	14	3.3	3	-0.170314900016734	-1.010808374155	-0.0401415418523911	-1.28493468073614	-1.4673656947884	-0.215	-0.263	-0.5	220
1	3	5	0	13	4.2	4	-0.170314900016734	-1.010808374155	-0.192770978553494	-0.633950294650111	-0.755225100375202	-0.215	-1.263	-0.5	301
2	3	5	1	13	6	6	-0.170314900016734	0.988812544054697	-0.192770978553494	0.668018477521944	0.669056088451199	-0.215	-1.263	0.5	302
3	3	4	1	13	4.6	5	-0.962477225675968	0.988812544054697	-0.192770978553494	-0.344623900834099	-0.0430845059620013	-1.215	-1.263	0.5	303
4	3	4	1	13	4.9	4	-0.962477225675968	0.988812544054697	-0.192770978553494	-0.12762910547209	-0.755225100375202	-1.215	-1.263	0.5	304
5	3	6	0	13	4.7	3	0.621847425642499	-1.010808374155	-0.192770978553494	-0.272292302380096	-1.4673656947884	0.785	-1.263	-0.5	305
